,Discription,Name,Age,Date,Sex,Size,Color,Education,Breed,Adjusted to,Image,Link
157,"זה כזה דובון אכפת לי מתוק, שפשוט אי אפשר שלא להתאהב בו בשניות! אופירי הוא פשוט כלבלב חמוד ברמות מוגזמות. הפרצופון הזה מספר רק במעט, על החמידות שמתפרצת כנמצאים בחברתו. הוא ביישן, הוא לא ממש יודע איך להגיב עם אנשים חדשים וכמו רב הכלבים ינבח…אבל טיפת סבלנות ואתם מאוהבים בטירוף!.",אופיר,4 שנים,02-12-2019,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/07/ofir32-330x330.jpg,https://www.letlive.org.il/?pet=%d7%90%d7%95%d7%a4%d7%99%d7%a8-2
158,"אי אפשר להתחיל בכלל להסביר במילים כמה שהכלבה הזאת היא מדהימה! נסיכה מהאגדות, עדינה וטובה כזאת,שננטשה מבית עם לב מרוסק ומטופלת בנוגדי חרדה בגלל שחרדתית נורא…אנשים עם ניסיון וסבלנות יזכו באהובה מהאגדות! סול לוקחת חלק בפרוייקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כשהטיפול הרפואי בבעיות הקשורות לגילה, עלינו ו-2 שקי מזון גדולים מתנת ביופט.סול מסתדרת עם חלק מהכלבים וחתולים, צריכה בית סבלני עם ניסיון ובלי ילדים, היא צריכה שמישהו ימצא את המפתח לליבה, יציל אותה ויהיה סובלני וקשוב לנפש פגועה שלא מצליחה להתאושש וכואבת נורא..",סול,10 שנים,21-08-2013,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, בית עם חתולים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/02/sol-3-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a1%d7%95%d7%9c
159,"פלאפל הכלבלב שיכניס לחייכם אהבה והמון שמחה, הוא הגיע אלינו בתור גור קטן עם שבר שתוקן אומץ ואז חזר לכלוב מאוד עצוב. אנרגטי ומלא שמחת חיים, לאנשים שרוצים לנצח להישאר ילדים. פלאפל לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים בהתאם לגילו-עלינו ו-2 שקי מזון גדולים מתנת אורבן צ'ויס.",פלאפל,7 שנים,06-12-2016,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2021/10/flaf5-e1640202646217-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a4%d7%9c%d7%90%d7%a4%d7%9c
160,"אלאדין נמצא משוטט לבד באזור הצפון ונראה שעבר חיים לא קלים עד עכשיו. הוא עלול להיות לחוץ ולכן זקוק למאמצים עם ניסיון בבית בלי ילדים קטנים, מאמצים שיעבדו איתו ויעניקו לו בית לתמיד.",אלאדין,6 שנים,11-10-2017,זכר,בינוני,שחור,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, בית עם חתולים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2021/10/al4-e1634547089283-330x330.jpg,https://www.letlive.org.il/?pet=%d7%90%d7%9c%d7%90%d7%93%d7%99%d7%9f
161,"כלבלב עדין וביישן שננטש מבית כי מאוד לחוץ ממפגשים עם אנשים חדשים. מוריסי רוצה עכשיו להגיע לבית עם מאמצים מנוסים, שיתנו לו את הזמן להפתח ויבטיחו להיות שלו לעד.",מוריסי,3 שנים,09-02-2021,זכר,בינוני,בז',חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2022/05/morisi43-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9e%d7%95%d7%a8%d7%99%d7%a1%d7%99
162,"צ'פלין הגיע אלינו בתור גור קטן, אומץ ואחרי 3 שנים בבית ננטש, כי נוהם על אנשים שלא מכיר. מתוק, עדין וחששן, שזקוק למאמצים עם ניסיון, שיבטיחו לו עכשיו בית לתמיד ולא ישברו לו, שוב, את הלב לרסיסים.",צ'פלין,5 שנים,17-10-2018,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, בית עם חתולים, ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2021/10/chap-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a6%d7%a4%d7%9c%d7%99%d7%9f
163,"מחונך לצרכים, גדול ומדהים, נמר המשגע נמצא במצב הזנחה קשה מאוד. הוא טופל, קיבל מלא ואהבה ויצא להתפנק באומנה. עכשיו המהמם הזה מחכה לבית שאוהב חיבוקים גדולים..",נמר,6 שנים,13-06-2017,זכר,גדול,שחור לבן,חינוך בסיסי,"מעורב, דני","ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/06/namer-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a0%d7%9e%d7%a8
164,"כלבלבונת סופר חששנית ועצובה, אפרתי המתוקה זקוקה למאמצים שיגיעו מספר פעמים כדי לעבוד איתה ועם המאלפים ולהעניק לה ביטחון ולזכות בבית בו תוכל לפרוח ולאהוב המון.",אפרת,4 שנים,07-06-2019,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, בית עם חתולים, ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/06/efrat-5-330x330.jpg,https://www.letlive.org.il/?pet=%d7%90%d7%a4%d7%a8%d7%aa-4
165,"כלבלבונת חששנית עדינה וביישנית שזקוקה ליותר ממפגש אחד כדי להפתח. מל המקסימה, כלבה שבעדינות וסבלנות תיפתח לאהבה גדולה.",מל,3 שנים,11-12-2020,נקבה,בינוני,שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2021/07/mel-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9e%d7%9c-2
166,פעמיים נטשו את סוזי מבית והיפהפיה הזאת מאז מאוד לחוצה מאנשים חדשים. היא יכולה להיות תוקפנית כשלא מכירה ולכן זקוקה לבית עם מאמצים עם ניסיון ובלי ילדים קטנים..,סוזי,3 שנים,04-05-2020,נקבה,בינוני,לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2021/05/suzi8-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a1%d7%95%d7%96%d7%99-4
167,"3 שנים שמיילו היה חלק ממשפחה ואז ננטש. מיילו היפיוף, כלב עדין שמפחד להשאר בבית לבד, מפחד כשמגיעים אורחים ועל כך 'נענש' ולכלוב הגיע עצוב כל כך. מיילו זקוק למאמצים שעובדים מהבית או שיקחו אותו איתם לעבודה. מאמצים שיבטיחו להיות לו לבית, בטוב וגם ברע..",מיילו,4 שנים,01-09-2019,זכר,בינוני,מעורב,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/06/milo-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9e%d7%99%d7%99%d7%9c%d7%95-2
168,"ג'וני מהממוני, הגיע אלינו בתור גורון קטן וחולה עם רגל פצועה. חודשים ארוכים שהוא טופל במרפאה. הוא החלים, הרגל עדיין נותרה חלשה אבל המתיקות רק גדלה. ג'וני מחכה כעת לצאת לבית הכי מפנק שיש..",ג'וני,3 שנים,24-03-2021,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2022/12/joni-330x330.jpg,https://www.letlive.org.il/?pet=%d7%92%d7%95%d7%a0%d7%99-8
169,"כבר יותר מדי שנים שיושב לו בכלוב נמר אחד מושלם, טייגר האהוב, ממש לא ברור וזו בהחלט אחת התעלומות, איך כלבלב מהמם שכזה מחכה כל כך הרבה זמן לבשורות טובות. הוא כל כך צמא לאהבה, כל כך זקוק כבר למרחבים שבחוץ, לאויר לנשימה, הוא פשוט נעלם בין עשרות הכלבים והגיע הזמן שתכירו אותו ותבואו במיוחד בשבילו לכלבייה- כדי שיוכל לזכות סוף סוף בחיים להם הוא מחכה כבר שנים. אחרי 9 שנים (!) הוא חייב להגיע הביתה לתמיד! טייגר לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כשהטיפולים הרפואיים, בהתאם לגילו, עלינו,  ושני שקי מזון מתנת ביופט ..כלב של אהבה בלי סוף, צמא לחופש וטיולים. הוא היה טריטוריאלי בבית ולכן חזר מספר פעמים והפעם מקווה לזכות במאמצים עם ניסיון שיבטיחו אהבה לתמיד..",טייגר,12 שנים,14-10-2011,זכר,בינוני,מנומר,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/06/tiger-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%98%d7%99%d7%99%d7%92%d7%a8-%d7%94%d7%a0%d7%9e%d7%a8
170,"אנרגטית, מתוקה, מלאת שמחת חיים ואהבה וללא כל ספק כוכבת מלידה! מדונה המהממת מחכה לככב אצלכם בבית ולזכות בקהל מעריצים לכל החיים.",מדונה,שנתיים,10-10-2021,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/06/madona12-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9e%d7%93%d7%95%d7%a0%d7%94
171,"בלינקי המשגעת! פצצת אנריגה מתוקה, שאוהבת בלי סוף להשתובב ולשחק ולא מוותרת על לחלק אהבה בכמויות שממלאות את הלב.",בלינקי,4 שנים,30-01-2020,נקבה,בינוני,חום,חינוך בסיסי,מלינוואה,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2022/11/blinki09-330x330.jpg,https://www.letlive.org.il/?pet=%d7%91%d7%9c%d7%99%d7%a0%d7%a7%d7%99-2
172,את קותי המתוק אימצו בתור גור קטן וכשהילדה פחדה ממנו החזירו אותו לכלוב. קותי הוא כלב מקסים. מלא שמחת חיים ואהבה. אוהב לשחק וממש אין שום סיבה ממנו לפחד!.,קותי,3 שנים,06-01-2021,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/06/kuti-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a7%d7%95%d7%aa%d7%99
173,"הכלבלב עם הפרצוף הכי מתוק שיש! כרמון המהממון הגיע אלינו עם לסת מרוסקת לגמרי, אחרי שככל הנראה נדרס ונפגע בצורה קשה. הוא טופל והחלים ומאז פשוט מחלק אהבה לכל הכיוונים. כלב עמוס באנרגיות ושמחת חיים, מחכה למישהו לרוץ איתו, להשתובב ולהתפנק מכל הלב.",כרמון,3 שנים,12-01-2021,זכר,בינוני,חום שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/04/carmo2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9b%d7%a8%d7%9e%d7%95%d7%9f
174,"את בונד החתיך הוצאנו מהסגר בו היה אחרי שננטש כי נשך..בונד הוא כלב מאוד רכושני ולכן זקוק למאמצים עם ניסיון, בבית בלי ילדים קטנים, בבית שיגרום לו להשיב את הביטחון באנשים ולהיות לו למשפחה בטוב וגם ברע.",בונד,6 שנים,07-06-2017,זכר,בינוני,שחור לבן,חינוך בסיסי,"מעורב, בורדר קולי","ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2021/03/bond-330x330.jpg,https://www.letlive.org.il/?pet=%d7%91%d7%95%d7%a0%d7%93-2
175,"קיץ, חורף, סתיו, אביב, שבע שנים שהילד הנצחי הזה, בוץ' המתוק מחכה לאהבה ועכשיו בוץ' לוקח חלק בפרוייקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים במידת הצורך ו-2 שקי מזון גדולים מתנת ביופט.בוץ' שלנו הוא כלב כל כך רגיש, שלמרות השנים שעברו מאז שננטש, את הבכי שלו בכלוב עדיין שומעים בכלבייה. הוא עדיין אוהב לשחק ולהשתובב כמו גור, להתפנק ולהרעיף ים של אהבה.",בוץ,12 שנים,10-05-2011,זכר,בינוני,חום שחור,חינוך בסיסי,"מעורב, רועה גרמני","ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/06/buch1-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%91%d7%95%d7%a5
176,"יפהפיה מדהימה, מאוד חששנית וחשדנית עם אנשים שלא מכירה ולכן זקוקה למאמצים עם ניסיון וסבלנות, שיתנו לה את הזמן שלה, להפתח לאהבה..",אליסיה,5 שנים,04-05-2018,נקבה,בינוני,לבן,חינוך בסיסי,"מעורב, לברדור","ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/06/alicia-330x330.jpg,https://www.letlive.org.il/?pet=%d7%90%d7%9c%d7%99%d7%a1%d7%99%d7%94
177,"את שלג המתוק נטשו מבית כשנכנסו להריון…כלב מקסים ועדין שריסקו לו את הלב לאלף חתיכות. הוא קצת לחוץ במפגש ראשון, אבל מהר נפתח לאהבה ורוצה להגיע הפעם לבית שיודע שהוא לתמיד, חלק מהמשפחה..",שלג,4 שנים,05-01-2020,זכר,בינוני,בז',חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/04/sheleg9-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a9%d7%9c%d7%92-11
178,"ריי היפיופון! כלב מקסים שננטש מבית עם לב כואב מאוד! הנסיך הזה עמוס באהבה, מתפנק, אוהב לשחק, טריטוריאלי באוכל ומושלם למחפשים לתמיד אהבה.",ריי,3 שנים,08-07-2020,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/04/rei23-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a8%d7%99%d7%99-4
179,"הבוקדו המהממת! הכלבלבונת שהלב שלה תמיד מלא שמחה והיא דואגת להפיץ זאת בכל פינה. כלבלבונת חברותית ואנרגטית שאומצה בתור גורה ואז מבית ננטשה כשלדבריהם היתה טריטוריאלית ורכושנית למזון שלה. היא מחכה למאמצים עם ניסיון והבטחה, להיות לה למשפחה, לתמיד, בטוב וגם ברע..",הבוקדו,שנה,07-11-2022,נקבה,בינוני,חום שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/02/havokado1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%94%d7%91%d7%95%d7%a7%d7%93%d7%95
180,"שלומית החמודית! פצצת אנרגיה מתוקה, שמאוד אוהבת להתפנק, להשתובב ולשחק ומחכה לזכות בבית הכי מושלם שיש..",שלומית,שנתיים,01-01-2022,נקבה,בינוני,חום,חינוך בסיסי,מלינוואה,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2022/08/shlomit-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a9%d7%9c%d7%95%d7%9e%d7%99%d7%aa-3
181,"כשרויאל הגיע אלינו הוא לא יכל לעמוד על רגליו! הוא נדרס וסבל משברים ברגלו האחורית והקדמית ועבר ניתוחים מורכבים כדי שיוכל לשוב וללכת. הוא עשה את הבלתי ייאמן, נעמד והיום מתהלך בלי שום בעיה. הוא אומץ וננטש אחרי שלוש שנים, עם לב מרוסק לרסיסים ובאמת שהכלב הזה עבר מספיק ומגיע לו, לתמיד, לזכות בבית שיבטיח לו שקט לחיים שלמים. רויאל לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים בהתאם לגילו-עלינו ו-2 שקי מזון גדולים מתנת אורבן צ'ויס.",רויאל,8 שנים,01-05-2015,זכר,גדול,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2021/05/royal-23-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a8%d7%95%d7%99%d7%90%d7%9c
